,name,address,start_time,end_time,start_time_saturday,end_time_saturday,start_time_holiday,end_time_holiday,fee,longitude,latitude
271,アスパ,京都府綾部市綾中町花ノ木30番地,9:00,21:30,9:00,21:30,9:00,21:30,110,135.257767,35.302269
272,日東精工前,京都府綾部市井倉町梅ケ畑20番地,8:45,19:00,8:45,19:00,-,-,110,135.2444,35.30381
273,綾部市立病院,京都府綾部市青野町大塚20番地の1,8:45,19:00,8:45,19:00,-,-,110,135.255661,35.306778
274,綾部市役所,京都府綾部市若竹町12番地の1,8:45,19:00,8:45,19:00,8:45,19:00,110,135.259811,35.298363
275,マツモトあやべ店,京都府綾部市宮代町宮ノ下16-2,9:00,21:00,9:00,21:00,9:00,21:00,110,135.245728,35.301445
276,福知山駅南支店,京都府福知山市駅南町1-291,8:00,21:00,8:00,21:00,8:00,21:00,110,135.1185,35.295773
277,東舞鶴支店,京都府舞鶴市大字浜小字浜630-1,8:00,21:00,8:00,21:00,8:00,21:00,110,135.393143,35.474709
278,舞鶴市役所,京都府舞鶴市字北吸1044番地,8:45,19:00,8:45,19:00,-,-,110,135.381454,35.476192
279,日本板硝子舞鶴,京都府舞鶴市大波下小字浜田255番地,8:45,19:00,8:45,19:00,-,-,110,135.40007,35.50169
280,らぽーる,京都府舞鶴市南浜町12番地 8号,10:00,20:00,10:00,20:00,10:00,20:00,110,135.394913,35.466022
281,西舞鶴支店,京都府舞鶴市字魚屋小字魚屋町65,8:00,21:00,8:00,21:00,8:00,21:00,110,135.32811,35.451618
282,舞鶴倉谷,京都府舞鶴市字倉谷小字浜田1598番,8:45,19:00,8:45,19:00,8:45,19:00,110,135.340088,35.444233
283,舞鶴西総合会館,京都府舞鶴市字南田辺1番地,8:45,19:00,8:45,19:00,-,-,110,135.33046,35.447472
284,さとうバザールタウン店,京都府舞鶴市伊佐津小字深田200-5,9:00,21:45,9:00,21:45,9:00,21:45,110,135.332672,35.438663
285,宮津支店,京都府宮津市字本町1010,8:00,21:00,8:00,21:00,8:00,21:00,110,135.194321,35.536316
286,ミップル,京都府宮津市字浜町3003番,9:00,21:30,9:00,21:30,9:00,21:30,110,135.193909,35.539089
287,グンゼ前,京都府宮津市波路2400番地の1,8:45,19:00,8:45,19:00,-,-,110,135.20166,35.535095
288,天橋立駅,京都府宮津市字文珠 314番地の2,8:45,19:00,8:45,19:00,8:45,19:00,110,135.18248,35.55711
289,宮津総合庁舎,京都府宮津市吉原2586番地の2,8:45,18:00,-,-,-,-,110,135.198242,35.532024
290,岩滝支店,京都府与謝郡与謝野町字岩滝2028,8:00,21:00,8:00,21:00,8:00,21:00,110,135.151184,35.564903
291,与謝の海病院,京都府与謝郡与謝野町字男山481番地,8:45,19:00,8:45,19:00,-,-,110,135.165894,35.570751
292,加悦谷支店,京都府与謝郡与謝野町字幾地904,8:00,21:00,8:00,21:00,8:00,21:00,110,135.090546,35.5345
293,加悦,京都府与謝郡与謝野町字加悦1060番地,8:45,19:00,8:45,19:00,-,-,110,135.09639,35.504887
294,峰山支店,京都府京丹後市峰山町呉服28,8:00,21:00,8:00,21:00,8:00,21:00,110,135.057602,35.625004
295,日進製作所,京都府京丹後市峰山町千歳22,8:45,19:00,8:45,19:00,-,-,110,135.056976,35.621513
296,マイン,京都府京丹後市峰山町新町小字草田1606番地の1,10:00,20:00,10:00,20:00,10:00,20:00,110,135.097641,35.612869
297,峰山総合庁舎,京都府京丹後市峰山町丹波小字中嶋855番地,8:45,18:00,-,-,-,-,110,135.074783,35.631886
298,口大野,京都府京丹後市大宮町口大野617-1,8:00,21:00,8:00,21:00,8:00,21:00,110,135.092148,35.583874
299,丹後大宮,京都府京丹後市大宮町周枳小字六反田2165-1番地,8:45,19:00,8:45,19:00,8:45,19:00,110,135.106033,35.588707
300,間人,京都府京丹後市丹後町間人小字向地2275,8:00,21:00,8:00,21:00,8:00,21:00,110,135.093994,35.729015
301,網野支店,京都府京丹後市網野町網野367「アミティ丹後（丹後地域地場産業振興センター）」1階,9:00,17:00,9:00,17:00,9:00,17:00,110,135.025803,35.681969
302,久美浜支店,京都府京丹後市久美浜町小字土居町3110-3,8:00,21:00,8:00,21:00,8:00,21:00,110,134.969315,35.56226
303,草津支店,滋賀県草津市西渋川1-21-18,8:00,21:00,8:00,21:00,8:00,21:00,110,135.958679,35.027008
304,くさつ平和堂,滋賀県草津市大路1丁目10番27号,8:00,21:00,8:00,21:00,8:00,21:00,110,135.962082,35.021358
305,瀬田支店,滋賀県大津市一里山1-2-6,8:00,21:00,8:00,21:00,8:00,21:00,110,135.924683,34.984444
306,アル・プラザ瀬田,滋賀県大津市月輪1丁目3番8号,8:00,21:00,8:00,21:00,8:00,21:00,110,135.92868,34.987038
307,フォレオ大津一里山,滋賀県大津市一里山7-1-1,10:00,21:00,10:00,21:00,10:00,21:00,110,135.93364,34.974094
308,栗東支店,滋賀県栗東市綣3-8-16,8:00,21:00,8:00,21:00,8:00,21:00,110,135.981369,35.035992
309,アル・プラザ栗東,滋賀県栗東市綣2丁目3番22号,10:00,21:00,10:00,21:00,10:00,21:00,110,135.981079,35.036999
310,西大津支店,滋賀県大津市皇子が丘2-10-25,8:00,21:00,8:00,21:00,8:00,21:00,110,135.857849,35.024281
311,平和堂坂本店,滋賀県大津市坂本7丁目24番1号,8:00,21:00,8:00,21:00,8:00,21:00,110,135.878571,35.073933
312,フレンドマート大津京店,滋賀県大津市柳川2丁目6番2号,9:00,21:00,9:00,21:00,9:00,21:00,110,135.862717,35.031696
313,彦根支店,滋賀県彦根市大東町5-1,8:00,21:00,8:00,21:00,8:00,21:00,110,136.261169,35.270008
314,カインズモール彦根,滋賀県彦根市馬場２丁目１-１,9:30,20:00,9:30,20:00,9:30,20:00,110,136.243561,35.277943
315,平和堂大藪店,滋賀県彦根市長曽根南町４２８,9:00,21:00,9:00,21:00,9:00,21:00,110,136.241608,35.263607
316,アル・プラザ長浜,滋賀県長浜市小堀町４５０,9:00,21:00,9:00,21:00,9:00,21:00,110,136.285843,35.383659
317,モンデクール長浜,滋賀県長浜市北船町1-15,9:00,21:00,9:00,21:00,9:00,21:00,110,136.266052,35.378445
318,堅田支店,滋賀県大津市本堅田4-15-1,8:00,21:00,8:00,21:00,8:00,21:00,110,135.916626,35.119453
319,フレンドマート雄琴駅前店,滋賀県大津市雄琴北2丁目2-10,9:30,21:30,9:30,21:30,9:30,21:30,110,135.892929,35.097549
320,平和堂あどがわ店,滋賀県高島市安曇川町西万木55,9:30,21:00,9:30,21:00,9:30,21:00,110,136.027954,35.327675
321,アル・プラザ堅田,滋賀県大津市本堅田5-20-10,10:00,21:00,10:00,21:00,10:00,21:00,110,135.915222,35.119877
322,近江八幡支店,滋賀県近江八幡市鷹飼町555-2,8:00,21:00,8:00,21:00,8:00,21:00,110,136.099915,35.124237
323,アル・プラザ近江八幡,滋賀県近江八幡市桜宮町202-1,10:00,21:00,10:00,21:00,10:00,21:00,110,136.095886,35.130356
324,フレンドマート八幡上田店,滋賀県近江八幡市上田町1285-1,9:30,21:00,9:30,21:00,9:30,21:00,110,136.110855,35.115707
325,フレンドマート能登川店,滋賀県東近江市垣見町1515番地,9:30,21:00,9:30,21:00,9:30,21:00,110,136.165161,35.180874
326,南草津支店,滋賀県草津市南草津2-3-13,8:00,21:00,8:00,21:00,8:00,21:00,110,135.943588,35.004513
327,イオンモール草津,滋賀県草津市新浜町300,10:00,22:00,10:00,22:00,10:00,22:00,110,135.912125,34.99818
328,フレンドマートグリーンヒル青山店,滋賀県大津市青山5-13-35,9:30,21:00,9:30,21:00,9:30,21:00,110,135.969635,34.977837
329,大津支店,滋賀県大津市におの浜3-4-58,8:00,21:00,8:00,21:00,8:00,21:00,110,135.88475,35.002628
330,Oh！Me大津テラス,滋賀県大津市打出浜14-30,9:30,21:00,9:30,21:00,9:30,21:00,110,135.879959,35.004417
331,石山支店,滋賀県大津市栄町2-2,8:00,21:00,8:00,21:00,8:00,21:00,110,135.900391,34.977104
332,マツヤスーパー大津美崎店,滋賀県大津市美崎町5,9:00,22:00,9:00,22:00,9:00,22:00,110,135.889969,34.982861
333,フレンドマート南郷店,滋賀県大津市南郷1-9-12,9:30,22:00,9:30,22:00,9:30,22:00,110,135.908157,34.94389
334,八日市支店,滋賀県東近江市八日市本町4-5,8:00,21:00,8:00,21:00,8:00,21:00,110,136.197495,35.113728
335,水口支店,滋賀県甲賀市水口町本綾野5-21,8:00,21:00,8:00,21:00,8:00,21:00,110,136.168213,34.976891
336,アル・プラザ水口,滋賀県甲賀市水口町綾野566番地の1,9:00,21:00,9:00,21:00,9:00,21:00,110,136.169571,34.974972
337,守山支店,滋賀県守山市勝部一丁目1-17,8:00,21:00,8:00,21:00,8:00,21:00,110,135.994598,35.050465
338,イオンタウン野洲,滋賀県野洲市乙窪長繰480-1,7:00,21:00,7:00,21:00,7:00,21:00,110,136.006729,35.102196
339,モリーブ,滋賀県守山市播磨田町185-1,9:00,21:00,9:00,21:00,9:00,21:00,110,135.995178,35.066067
340,平和堂守山店,滋賀県守山市梅田町5-6,8:00,21:00,8:00,21:00,8:00,21:00,110,135.993332,35.051987
341,長浜支店,滋賀県長浜市八幡東町441-5,8:00,21:00,8:00,21:00,8:00,21:00,110,136.278168,35.381004
342,大阪営業部,大阪府大阪市中央区高麗橋2-2-14 京都銀行ダイワロイネットホテルビル１階・２階,8:00,21:00,8:00,21:00,8:00,21:00,110,135.506439,34.689339
343,難波支店,大阪府大阪市中央区高麗橋2-2-14 京都銀行ダイワロイネットホテルビル１階・２階（大阪営業部内）,8:00,21:00,8:00,21:00,8:00,21:00,110,135.506439,34.689339
344,歌島橋支店,大阪府大阪市西淀川区千舟二丁目６番３４号,8:00,21:00,8:00,21:00,8:00,21:00,110,135.454407,34.711109
345,枚方支店,大阪府枚方市中宮本町2-15,8:00,21:00,8:00,21:00,8:00,21:00,110,135.660217,34.820065
346,京阪枚方市駅北,大阪府枚方市岡東町19-14,7:00,23:00,7:00,23:00,7:00,23:00,110,135.64856,34.815498
347,牧野支店,大阪府枚方市牧野阪二丁目6番1号,8:00,21:00,8:00,21:00,8:00,21:00,110,135.666168,34.844425
348,関西スーパー牧野店,大阪府枚方市東牧野町27番33号,8:30,22:00,8:30,22:00,8:30,22:00,110,135.67598,34.840019
349,高槻支店,大阪府高槻市芥川町1-8-30,8:00,21:00,8:00,21:00,8:00,21:00,110,135.61731,34.853043
350,北摂総合病院,大阪府高槻市北柳川町6-24号,8:45,20:00,8:45,20:00,-,-,110,135.592133,34.82663
351,フレンドマート高槻氷室店,大阪府高槻市氷室町12丁目26-15,9:30,21:00,9:30,21:00,9:30,21:00,110,135.5858,34.856297
352,イオン高槻店,大阪府高槻市萩之庄3-47-2,8:00,22:00,8:00,22:00,8:00,22:00,110,135.644958,34.859531
353,カインズモール高槻,大阪府高槻市大塚町１丁目９－３,9:00,22:00,9:00,22:00,9:00,22:00,110,135.633316,34.824654
354,山崎支店,大阪府三島郡島本町水無瀬1-16-11,8:00,21:00,8:00,21:00,8:00,21:00,110,135.668228,34.878563
355,フレスコ上牧店,大阪府高槻市神内2-13-40,8:00,23:00,8:00,23:00,8:00,23:00,110,135.659943,34.872314
356,寝屋川支店,大阪府寝屋川市早子町14-15,8:00,21:00,8:00,21:00,8:00,21:00,110,135.622589,34.764488
357,イオンモール四條畷,大阪府四條畷市砂４丁目３番２号,9:00,23:00,9:00,23:00,9:00,23:00,110,135.631226,34.744938
358,高槻南支店,大阪府高槻市牧田町7-52,8:00,21:00,8:00,21:00,8:00,21:00,110,135.603683,34.821507
359,くずは支店,大阪府枚方市楠葉並木二丁目2番7号,8:00,21:00,8:00,21:00,8:00,21:00,110,135.679077,34.860008
360,くずはモール,大阪府枚方市樟葉花園町15番1号,9:00,21:00,9:00,21:00,9:00,21:00,110,135.650833,34.814445
361,京阪樟葉駅,大阪府枚方市楠葉花園町14番1号,7:00,23:00,7:00,23:00,7:00,23:00,110,135.67421,34.860241
362,マツモトくずは北店,大阪府枚方市樟葉中之芝2-22-1,9:00,22:00,9:00,22:00,9:00,22:00,110,135.650833,34.814445
363,津田支店,大阪府枚方市津田西町2-33-12,8:00,21:00,8:00,21:00,8:00,21:00,110,135.699417,34.806931
364,門真支店,大阪府門真市柳町10-29,8:00,21:00,8:00,21:00,8:00,21:00,110,135.587906,34.736843
365,茨木支店,大阪府茨木市西駅前町5番1号,8:00,21:00,8:00,21:00,8:00,21:00,110,135.561218,34.815948
366,東大阪支店,大阪府東大阪市長栄寺3-1,8:00,21:00,8:00,21:00,8:00,21:00,110,135.570328,34.664482
367,八尾支店,大阪府八尾市光町1-48,8:00,21:00,8:00,21:00,8:00,21:00,110,135.604156,34.631371
368,鴻池新田支店,大阪府東大阪市西鴻池町2-4-5,8:00,21:00,8:00,21:00,8:00,21:00,110,135.597748,34.697441
369,千里中央支店,大阪府豊中市新千里西町1-1-10,8:00,21:00,8:00,21:00,8:00,21:00,110,135.491287,34.808006
370,堺支店,大阪府堺市堺区熊野町西1-2-1,8:00,21:00,8:00,21:00,8:00,21:00,110,135.473587,34.57935
371,豊中支店,大阪府豊中市本町1-6-4,8:00,21:00,8:00,21:00,8:00,21:00,110,135.463959,34.787163
372,吹田支店,大阪府吹田市高城町1-5,8:00,21:00,8:00,21:00,8:00,21:00,110,135.528,34.761959
373,新石切支店,大阪府東大阪市西石切町3-1-3,8:00,21:00,8:00,21:00,8:00,21:00,110,135.642548,34.682049
374,交野支店,大阪府交野市私部西1-31-4,8:00,21:00,8:00,21:00,8:00,21:00,110,135.674026,34.787556
375,摂津支店,大阪府摂津市南千里丘5-25-101号,8:00,21:00,8:00,21:00,8:00,21:00,110,135.554276,34.785622
376,ららぽーとＥＸＰＯＣＩＴＹ,大阪府吹田市千里万博公園２番１号,10:00,21:00,10:00,21:00,10:00,21:00,110,135.53392,34.805485
377,大日支店,大阪府守口市大日町3-4-40,8:00,21:00,8:00,21:00,8:00,21:00,110,135.580444,34.751389
378,池田支店,大阪府池田市呉服町3-17　クレアシティ池田呉服町1階・２階,8:00,21:00,8:00,21:00,8:00,21:00,110,135.4245,34.820221
379,堺北花田支店,大阪府堺市北区宮本町4-1,8:00,21:00,8:00,21:00,8:00,21:00,110,135.514526,34.581951
380,高槻城北支店,大阪府高槻市城北町2-14-20,8:00,21:00,8:00,21:00,8:00,21:00,110,135.62233,34.848083
381,高の原支店,奈良県奈良市右京1-5-3,8:00,21:00,8:00,21:00,8:00,21:00,110,135.7892,34.7239
382,イオンモール高の原,京都府木津川市相楽台1丁目1番1,9:00,21:00,9:00,21:00,9:00,21:00,110,135.790634,34.725586
383,奈良支店,奈良県奈良市三条本町3-13,8:00,21:00,8:00,21:00,8:00,21:00,110,135.819824,34.678589
384,登美ヶ丘支店,奈良県奈良市右京1-5-3（高の原支店内）,8:00,21:00,8:00,21:00,8:00,21:00,110,135.7892,34.7239
385,橿原支店,奈良県橿原市八木町1-5-25,8:00,21:00,8:00,21:00,8:00,21:00,110,135.793579,34.510052
386,大和郡山支店,奈良県大和郡山市柳1-20,8:00,21:00,8:00,21:00,8:00,21:00,110,135.783096,34.648392
387,生駒支店,奈良県生駒市谷田町878-1,8:00,21:00,8:00,21:00,8:00,21:00,110,135.699997,34.695435
388,王寺支店,奈良県北葛城郡王寺町王寺2-2-8,8:00,21:00,8:00,21:00,8:00,21:00,110,135.706253,34.595177
389,尼崎支店,兵庫県尼崎市東難波町5-17-21,8:00,21:00,8:00,21:00,8:00,21:00,110,135.415771,34.721424
390,川西支店,兵庫県川西市栄根2-6-32,8:00,21:00,8:00,21:00,8:00,21:00,110,135.411377,34.825603
391,六甲道支店,兵庫県神戸市灘区桜口町4-1-1-106,8:00,21:00,8:00,21:00,8:00,21:00,110,135.240311,34.712418
392,西宮支店,兵庫県西宮市和上町7-5,8:00,21:00,8:00,21:00,8:00,21:00,110,135.33728,34.737621
393,伊丹支店,兵庫県伊丹市伊丹2-1-8,8:00,21:00,8:00,21:00,8:00,21:00,110,135.41803,34.78067
394,ＪＲ尼崎駅前支店,兵庫県尼崎市浜3-1-4（尼崎北支店内）,8:00,21:00,8:00,21:00,8:00,21:00,110,135.435135,34.735184
395,尼崎北支店,兵庫県尼崎市浜3-1-4,8:00,21:00,8:00,21:00,8:00,21:00,110,135.435135,34.735184
396,北野田支店,大阪府堺市東区北野田34番地1,8:00,21:00,8:00,21:00,8:00,21:00,110,135.543533,34.524361
397,鳳支店,大阪府堺市西区鳳東町7丁835番地2,8:00,21:00,8:00,21:00,8:00,21:00,110,135.46431,34.532494
398,エキバンク 京阪山科駅,京都府京都市山科区安朱桟敷町25-1,6:00,24:00,6:00,24:00,6:00,24:00,110,135.817047,34.992611
399,エキバンク 京阪出町柳駅,京都府京都市左京区賀茂大橋東詰,6:00,24:00,6:00,24:00,6:00,24:00,110,135.770784,35.029086
400,エキバンク 京阪三条駅,京都府京都市東山区三条大橋東詰（京阪三条駅）,6:00,24:00,6:00,24:00,6:00,24:00,110,135.772303,35.009443
401,エキバンク 京阪祇園四条駅,京都府京都市東山区四条大橋東詰,6:00,24:00,6:00,24:00,6:00,24:00,110,135.776398,34.997093
402,エキバンク 京阪丹波橋駅,京都府京都市伏見区桃山町筒井伊賀15番地,6:00,24:00,6:00,24:00,6:00,24:00,110,135.765446,34.93891
403,エキバンク 京阪中書島駅,京都府京都市伏見区葭島矢倉町５９番地,6:00,24:00,6:00,24:00,6:00,24:00,110,135.760864,34.925419
404,エキバンク 京阪香里園駅,大阪府寝屋川市香里南之町19番１号,6:00,24:00,6:00,24:00,6:00,24:00,110,135.631271,34.785404
405,エキバンク 京阪寝屋川市駅,大阪府寝屋川市早子町16番１１号,6:00,24:00,6:00,24:00,6:00,24:00,110,135.620621,34.763626
406,エキバンク 京阪西三荘駅,大阪府門真市元町26番22号,6:00,24:00,6:00,24:00,6:00,24:00,110,135.575653,34.737522
407,エキバンク 京阪京橋駅,大阪府大阪市都島区東野田町２丁目１番３８号,6:00,24:00,6:00,24:00,6:00,24:00,110,135.533218,34.697414
408,エキバンク 京阪天満橋駅,大阪府大阪市中央区天満橋京町１番１号,6:00,24:00,6:00,24:00,6:00,24:00,110,135.51712,34.690426
409,エキバンク 京阪淀屋橋駅,大阪府大阪市中央区北浜３丁目１番２５号,6:00,24:00,6:00,24:00,6:00,24:00,110,135.50119,34.692673
