,name, address, start_time, end_time, start_time_saturday, end_time_saturday, start_time_holiday, end_time_holiday, fee, longitude, latitude
0,京都嵐山郵便局,京都府京都市西京区嵐山谷ｹ辻子町37,9:00,17:30,9:00,12:30,-,-,0,135.68259,35.00606
1,京都大枝北福西郵便局,京都府京都市西京区大枝北福西町3−2−1,9:00,17:30,9:00,12:30,-,-,0,135.68324,34.95971
2,京都大枝西新林郵便局,京都府京都市西京区大枝西新林町5−1−1,9:00,17:30,9:00,12:30,-,-,0,135.66679,34.96825
3,京都大原野西竹の里郵便局,京都府京都市西京区大原野西竹の里町1−19−4,9:00,17:30,9:00,12:30,-,-,0,135.67068,34.95692
4,京都大原野灰方郵便局,京都府京都市西京区大原野灰方町189−3,9:00,17:30,9:00,12:30,-,-,0,135.66898,34.95217
5,京都樫原郵便局,京都府京都市西京区樫原分田5−3,9:00,17:30,9:00,12:30,-,-,0,135.69588,34.97339
6,京都桂上豆田郵便局,京都府京都市西京区桂上豆田町39−37,9:00,17:30,9:00,12:30,-,-,0,135.70186,34.98506
7,京都桂坂郵便局,京都府京都市西京区御陵大枝山町5−27−4,8:00,19:00,9:00,18:00,9:00,17:00,0,135.66624,34.98332
8,京都桂西口郵便局,京都府京都市西京区川島有栖川町35−1,9:00,19:00,9:00,17:00,9:00,17:00,0,135.70107,34.97894
9,京都桂郵便局,京都府京都市西京区桂木ﾉ下町14−19,9:00,17:30,9:00,12:30,-,-,0,135.70627,34.98023
10,京都上桂郵便局,京都府京都市西京区上桂宮ﾉ後町33−4,9:00,19:00,9:00,17:00,9:00,17:00,0,135.69647,34.99003
11,京都上里郵便局,京都府京都市西京区大原野上里紅葉町3−1,9:00,17:30,9:00,12:30,-,-,0,135.68845,34.95006
12,京都川島郵便局,京都府京都市西京区川島松園町97−2(ｸﾞﾚｰｽ桂1階),9:00,19:00,9:00,17:00,9:00,17:00,0,135.70193,34.97165
13,京都下津林郵便局,京都府京都市西京区下津林南大般若町43−1,9:00,19:00,9:00,18:00,9:00,18:00,0,135.71368,34.9744
14,京都松尾郵便局,京都府京都市西京区松室庄田町4−2,9:00,17:30,9:00,12:30,-,-,0,135.68918,34.99452
15,京都山田郵便局,京都府京都市西京区山田六ﾉ坪町8−62,9:00,19:00,9:00,17:00,-,-,0,135.69135,34.98365
16,洛西郵便局,京都府京都市西京区大原野東境谷町2−3,9:00,16:00,-,-,-,-,0,135.6748,34.96444
17,京都北郵便局ゆうちょ銀行　京都北店かんぽ生命　京都支店　京都北郵便局かんぽサービス部,京都府京都市北区紫竹下本町39,9:00,16:00,-,-,-,-,0,135.75195,35.05023
18,小野郷郵便局,京都府京都市北区小野下ﾉ町78−1,8:45,18:00,9:00,14:00,-,-,0,135.67448,35.11087
19,京都出雲路郵便局,京都府京都市北区鞍馬口通寺町西入新御霊口町285−102,9:00,17:30,9:00,12:30,-,-,0,135.76469,35.03796
20,京都大宮小野堀郵便局,京都府京都市北区大宮東小野堀町39−2,9:00,19:00,9:00,17:00,9:00,17:00,0,135.74471,35.05571
21,京都上賀茂郵便局,京都府京都市北区上賀茂薮田町25-4,9:00,19:00,9:00,17:00,9:00,17:00,0,135.75916,35.05356
22,京都北大路千本郵便局,京都府京都市北区紫野下御輿町12−1,9:00,19:00,9:00,17:00,9:00,17:00,0,135.73933,35.04071
23,京都小松原郵便局,京都府京都市北区小松原北町55−3,8:00,21:00,9:00,17:00,9:00,17:00,0,135.72697,35.03282
24,京都小山中溝郵便局,京都府京都市北区小山中溝町32,9:00,17:30,9:00,12:30,-,-,0,135.75507,35.03754
25,京都小山西花池郵便局,京都府京都市北区小山西花池町1−14,9:00,19:00,9:00,17:00,9:00,17:00,0,135.76009,35.04119
26,京都小山初音郵便局,京都府京都市北区小山初音町50,9:00,17:30,9:00,12:30,-,-,0,135.75485,35.04671
27,京都紫竹郵便局,京都府京都市北区紫竹西桃ﾉ本町2−2,9:00,19:00,9:00,18:00,9:00,17:00,0,135.74809,35.04775
28,京都大将軍郵便局,京都府京都市北区大将軍西町47,9:00,17:30,9:00,12:30,-,-,0,135.73035,35.02552
29,京都鷹峯郵便局,京都府京都市北区鷹峯藤林町6−348,9:00,17:30,9:00,12:30,-,-,0,135.73584,35.04971
30,京都柊野郵便局,京都府京都市北区上賀茂朝露ｹ原町9−17,9:00,19:00,9:00,17:00,9:00,17:00,0,135.74947,35.06404
31,京都紫野御所田郵便局,京都府京都市北区紫野上御所田町62−1,9:00,17:30,9:00,12:30,-,-,0,135.75198,35.04162
32,金閣寺郵便局,京都府京都市北区衣笠北天神森町32,8:00,19:00,9:00,18:00,9:00,18:00,0,135.73285,35.0386
33,京都御池柳馬場郵便局,京都府京都市中京区柳馬場通御池上る虎石町51,9:00,17:30,9:00,12:30,-,-,0,135.76561,35.0045
34,京都大宮六角郵便局,京都府京都市中京区大宮通六角下る六角大宮町233,9:00,17:30,9:00,12:30,-,-,0,135.74867,35.00552
35,京都衣棚夷川郵便局,京都府京都市中京区衣棚通夷川上る花立町273−2,9:00,17:30,9:00,12:30,-,-,0,135.75742,35.00855
36,京都西院郵便局,京都府京都市中京区壬生仙念町24,9:00,19:00,9:00,17:00,9:00,17:00,0,135.73431,35.00377
37,京都三条御幸町郵便局,京都府京都市中京区御幸町通三条下る海老屋町313,9:00,17:30,9:00,12:30,-,-,0,135.75877,35.01619
38,京都新町蛸薬師郵便局,京都府京都市中京区新町通蛸薬師上る六角町368,9:00,17:30,9:00,12:30,-,-,0,135.75687,35.00668
39,京都ゼスト御池内郵便局,京都府京都市中京区御池通寺町東入下本能寺前町492-1,9:00,19:00,9:00,17:00,9:00,17:00,0,135.76579,35.01554
40,京都竹屋町高倉郵便局,京都府京都市中京区竹屋町通高倉西入坂本町708,9:00,17:30,9:00,12:30,-,-,0,135.76355,35.0162
41,京都西ノ京内畑郵便局,京都府京都市中京区西ﾉ京内畑町24−10,9:00,17:30,9:00,12:30,-,-,0,135.73877,35.01422
42,京都西ノ京上合郵便局,京都府京都市中京区西ﾉ京南上合町96,9:00,19:00,9:00,17:00,9:00,17:00,0,135.73225,35.01511
43,京都西ノ京職司郵便局,京都府京都市中京区西ﾉ京職司町69−18,9:00,17:30,9:00,17:00,-,-,0,135.74442,35.01114
44,京都西ノ京西月光郵便局,京都府京都市中京区西ﾉ京西月光町50,9:00,17:30,9:00,12:30,-,-,0,135.73608,35.00908
45,京都西ノ京伯楽郵便局,京都府京都市中京区西ﾉ京御輿岡町16−9,9:00,17:30,9:00,12:30,-,-,0,135.72847,35.02137
46,京都西洞院三条郵便局,京都府京都市中京区三条通西洞院東入釜座町1,9:00,17:30,9:00,12:30,-,-,0,135.7498,35.00849
47,京都二条油小路郵便局,京都府京都市中京区油小路通二条下る二条油小路町274,9:00,17:30,9:00,12:30,-,-,0,135.75365,35.00674
48,京都東洞院押小路郵便局,京都府京都市中京区押小路通東洞院西入船屋町400−1,9:00,17:30,9:00,12:30,-,-,0,135.76625,35.00559
49,京都東洞院錦郵便局,京都府京都市中京区錦小路通東洞院東入阪東屋町653,8:00,21:00,9:00,17:00,9:00,17:00,0,135.7645,35.00985
50,京都麩屋町竹屋町郵便局,京都府京都市中京区麩屋町通竹屋町上る舟屋町419−1,9:00,17:30,9:00,12:30,-,-,0,135.75575,35.01433
51,京都壬生坊城郵便局,京都府京都市中京区壬生坊城町25−5,9:00,19:00,9:00,17:00,-,-,0,135.74524,35.00383
52,京都壬生松原郵便局,京都府京都市中京区壬生高樋町65−12,9:00,17:30,9:00,12:30,-,-,0,135.73924,35.00148
53,中京郵便局かんぽ生命　京都支店　中京郵便局かんぽサービス部,京都府京都市中京区三条通東洞院東入る菱屋町30番地,9:00,16:00,-,-,-,-,0,135.7498,35.00849
54,左京郵便局ゆうちょ銀行　左京店かんぽ生命　京都支店　左京郵便局かんぽサービス部,京都府京都市左京区高野竹屋町1−1,9:00,16:00,-,-,-,-,0,135.78085,35.04221
55,京都一乗寺郵便局,京都府京都市左京区一乗寺花ﾉ木町12,9:00,17:30,9:00,17:00,9:00,17:00,0,135.79221,35.04327
56,京都岩倉幡枝郵便局,京都府京都市左京区岩倉北池田町5−1,8:00,20:00,9:00,18:00,9:00,18:00,0,135.77599,35.06554
57,京都岩倉郵便局,京都府京都市左京区岩倉中町419,9:00,19:00,9:00,18:00,9:00,18:00,0,135.78806,35.07483
58,京都岡崎郵便局,京都府京都市左京区岡崎天王町16,9:00,17:30,9:00,17:00,-,-,0,135.78743,35.01723
59,京都上高野郵便局,京都府京都市左京区上高野上荒蒔町2−1,9:00,17:30,9:00,17:00,-,-,0,135.79152,35.05848
60,京都北白川郵便局,京都府京都市左京区北白川東小倉町1,9:00,19:00,9:00,17:00,9:00,17:00,0,135.79094,35.02974
61,京都北山郵便局,京都府京都市左京区下鴨南芝町38−7,8:00,19:00,9:00,17:00,9:00,17:00,0,135.76825,35.05173
62,京都静市市原郵便局,京都府京都市左京区静市市原町110−1,9:00,17:30,9:00,12:30,-,-,0,135.76195,35.08667
63,京都下鴨高木郵便局,京都府京都市左京区下鴨高木町34−1,9:00,19:00,9:00,17:00,-,-,0,135.77591,35.04435
64,京都聖護院郵便局,京都府京都市左京区聖護院山王町16−20,9:00,19:00,9:00,17:00,9:00,17:00,0,135.77905,35.01794
65,京都浄土寺郵便局,京都府京都市左京区浄土寺馬場町16,8:00,19:00,9:00,18:00,9:00,18:00,0,135.79234,35.02521
66,京都高野竹屋郵便局,京都府京都市左京区高野竹屋町31−2,9:00,17:30,9:00,12:30,-,-,0,135.78172,35.04313
67,京都高野東開郵便局,京都府京都市左京区高野東開町1−10,9:00,19:00,9:00,17:00,9:00,17:00,0,135.77992,35.03885
68,京都田中高原郵便局,京都府京都市左京区田中東高原町46,9:00,19:00,9:00,17:00,9:00,17:00,0,135.78745,35.03608
69,京都田中樋ノ口郵便局,京都府京都市左京区田中東樋ﾉ口町21−3,9:00,17:30,9:00,12:30,-,-,0,135.78479,35.03414
70,京都田中郵便局,京都府京都市左京区田中上柳町60,9:00,19:00,9:00,17:00,9:00,17:00,0,135.77463,35.03037
71,京都大学病院内郵便局,京都府京都市左京区聖護院川原町54(病院外来棟1階),9:00,17:30,9:00,12:30,-,-,0,135.77718,35.02018
72,京都天王町郵便局,京都府京都市左京区岡崎東天王町39,9:00,17:30,9:00,12:30,-,-,0,135.79066,35.01732
73,京都二条川端郵便局,京都府京都市左京区二条通川端東入石原町280−1,9:00,17:30,9:00,12:30,-,-,0,135.77858,35.04858
74,京都百万遍郵便局,京都府京都市左京区田中門前町77,8:00,21:00,9:00,19:00,9:00,19:00,0,135.78093,35.0298
75,京都丸太町川端郵便局,京都府京都市左京区丸太町通川端東入東丸太町11−18,9:00,17:30,9:00,12:30,-,-,0,135.77461,35.01765
76,京都山端郵便局,京都府京都市左京区山端川原町8−4,8:00,21:00,9:00,19:00,9:00,19:00,0,135.7896,35.05013
77,京都吉田牛ノ宮郵便局,京都府京都市左京区吉田河原町1−6,9:00,19:00,9:00,17:00,-,-,0,135.77318,35.02397
78,京都吉田郵便局,京都府京都市左京区吉田下大路町13,9:00,17:30,9:00,17:00,-,-,0,135.78273,35.02174
79,京都洛北高校前郵便局,京都府京都市左京区下鴨梅ﾉ木町1−2,9:00,19:00,9:00,17:00,9:00,17:00,0,135.77051,35.04451
80,鞍馬郵便局,京都府京都市左京区鞍馬本町162,8:45,18:00,9:00,14:00,-,-,0,135.769,35.11447
81,山城大原郵便局,京都府京都市左京区大原来迎院町246,8:45,18:00,9:00,14:00,-,-,0,135.82904,35.11845
82,右京郵便局かんぽ生命　京都支店　右京郵便局かんぽサービス部,京都府京都市右京区西院清水町16,9:00,16:00,-,-,-,-,0,135.72491,34.99939
83,京都愛宕郵便局,京都府京都市右京区嵯峨釈迦堂門前瀬戸川町3−3,9:00,17:30,9:00,12:30,-,-,0,135.67732,35.02074
84,京都太秦一ノ井郵便局,京都府京都市右京区太秦一ﾉ井町26,9:00,17:30,9:00,12:30,-,-,0,135.70964,35.01598
85,京都太秦朱雀郵便局,京都府京都市右京区太秦朱雀町1−20,9:00,17:30,9:00,17:00,-,-,0,135.70775,35.00963
86,京都太秦安井郵便局,京都府京都市右京区太秦安井馬塚町5,9:00,19:00,9:00,17:00,9:00,17:00,0,135.72221,35.01511
87,京都宇多野郵便局,京都府京都市右京区宇多野福王子町22,9:00,17:30,9:00,12:30,-,-,0,135.70831,35.02879
88,京都梅津徳丸郵便局,京都府京都市右京区梅津徳丸町9,9:00,19:00,9:00,18:00,9:00,18:00,0,135.69643,35.00375
89,京都梅津郵便局,京都府京都市右京区梅津南上田町36,9:00,18:00,9:00,17:00,-,-,0,135.70442,35.00271
90,京都桂ケ原郵便局,京都府京都市右京区太秦多藪町19−7,9:00,19:00,9:00,17:00,9:00,17:00,0,135.70253,35.01406
91,京都葛野郵便局,京都府京都市右京区西京極北大入町12,9:00,19:00,9:00,17:00,9:00,17:00,0,135.71533,34.99969
92,京都嵯峨野郵便局,京都府京都市右京区嵯峨野秋街道町31-6,9:00,17:30,9:00,12:30,-,-,0,135.69531,35.01331
93,京都嵯峨郵便局,京都府京都市右京区嵯峨天龍寺龍門町18−7,8:00,19:00,9:00,17:00,9:00,17:00,0,135.68062,35.01637
94,京都三条口郵便局,京都府京都市右京区西院上今田町25,9:00,19:00,9:00,17:00,9:00,17:00,0,135.73135,35.0077
95,京都四条乾郵便局,京都府京都市右京区西院乾町56,9:00,19:00,9:00,17:00,9:00,17:00,0,135.72784,35.00381
96,京都常盤郵便局,京都府京都市右京区常盤窪町15−18,9:00,19:00,9:00,17:00,9:00,17:00,0,135.70583,35.02054
97,京都西京極郵便局,京都府京都市右京区西京極西川町43,9:00,19:00,9:00,17:00,9:00,17:00,0,135.71869,34.98993
98,京都西郵便局かんぽ生命　京都支店　京都西郵便局かんぽサービス部,京都府京都市右京区嵯峨五島町1−64,9:00,16:00,-,-,-,-,0,135.68842,35.01303
99,京都花園郵便局,京都府京都市右京区花園寺ﾉ前町53−19,9:00,19:00,9:00,17:00,-,-,0,135.72031,35.01994
100,京都東中水郵便局,京都府京都市右京区西院東中水町7,9:00,17:30,9:00,12:30,-,-,0,135.73204,34.99542
101,京都広沢郵便局,京都府京都市右京区嵯峨広沢南野町12−10,9:00,17:30,9:00,12:30,-,-,0,135.69125,35.02171
102,京都山ノ内郵便局,京都府京都市右京区山ﾉ内中畑町52-1,9:00,17:30,9:00,12:30,-,-,0,135.72258,35.00797
103,京都竜安寺郵便局,京都府京都市右京区花園天授ｹ岡町10−19,9:00,17:30,9:00,12:30,-,-,0,135.71823,35.02727
104,黒田郵便局,京都府京都市右京区京北宮町宮野95−1,8:45,18:00,9:00,14:00,-,-,0,135.72261,35.20626
105,京北宇津郵便局,京都府京都市右京区京北中地町蛸谷口6−2,9:00,17:30,9:00,12:30,-,-,0,135.58623,35.13958
106,周山郵便局,京都府京都市右京区京北周山町東丁田8,8:45,18:00,9:00,17:00,9:00,15:00,0,135.64484,35.1523
107,山国郵便局,京都府京都市右京区京北塔町宮ﾉ上7−1,8:45,18:00,9:00,14:00,-,-,0,135.65077,35.18628
108,弓削郵便局,京都府京都市右京区京北下中町東石原1−2,8:45,18:00,9:00,14:00,-,-,0,135.64575,35.1973
109,京都大宮鞍馬口郵便局,京都府京都市上京区大宮通鞍馬口上る若宮竪町94−1,9:00,19:00,9:00,17:00,9:00,17:00,0,135.73881,35.027111
110,京都大宮丸太町郵便局,京都府京都市上京区丸太町通大宮東入一町目857,9:00,17:30,9:00,12:30,-,-,0,135.74918,35.01804
111,京都御前下立売郵便局,京都府京都市上京区御前通下立売下る下之町407−1,9:00,17:30,9:00,12:30,-,-,0,135.73615,35.03294
112,京都北野郵便局,京都府京都市上京区今出川通七本松西入真盛町727−2,9:00,17:30,9:00,12:30,-,-,0,135.74026,35.02964
113,京都荒神口郵便局,京都府京都市上京区荒神口通河原町東入荒神町117,9:00,17:30,9:00,12:30,-,-,0,135.75053,35.02071
114,京都聚楽郵便局,京都府京都市上京区千本通丸太町下る主税町1208,9:00,19:00,9:00,17:00,9:00,17:00,0,135.72194,35.11303
115,京都千本寺之内郵便局,京都府京都市上京区千本通寺之内下る花車町483−7,9:00,19:00,9:00,17:00,9:00,17:00,0,135.72194,35.11303
116,京都寺ノ内郵便局,京都府京都市上京区寺之内通猪熊東入東西町393,9:00,17:30,9:00,12:30,-,-,0,135.74231,35.03432
117,京都出町郵便局,京都府京都市上京区寺町通今出川下る米屋町289,9:00,19:00,9:00,17:00,9:00,17:00,0,135.74985,35.02761
118,京都中立売千本郵便局,京都府京都市上京区中立売通千本東入2−田丸町379−7,9:00,17:30,9:00,12:30,-,-,0,135.75256,35.02501
119,京都中立売室町郵便局,京都府京都市上京区室町通一条下る薬屋町433−2,9:00,17:30,9:00,12:30,-,-,0,135.75798,35.03284
120,京都仁和郵便局,京都府京都市上京区御前通下立売上る西上之町255,9:00,17:30,9:00,12:30,-,-,0,135.73615,35.03294
121,京都府庁前郵便局,京都府京都市上京区釜座通下立売下る東裏辻町403−8,9:00,19:00,9:00,12:30,-,-,0,135.75563,35.02141
122,京都府立医大病院内郵便局,京都府京都市上京区河原町通広小路上る梶井町465,9:00,19:00,9:00,17:00,9:00,17:00,0,135.72194,35.11303
123,京都堀川下長者町郵便局,京都府京都市上京区西堀川通出水上る桝屋町1,9:00,19:00,9:00,18:00,9:00,18:00,0,135.75266,35.02858
124,京都室町上立売郵便局,京都府京都市上京区室町通上立売上る室町頭町287,9:00,17:30,9:00,17:00,-,-,0,135.75798,35.03284
125,西陣郵便局,京都府京都市上京区今出川通浄福寺西入2丁目東上善寺町152,9:00,16:00,-,-,-,-,0,135.74442,35.02973
126,京都中央郵便局ゆうちょ銀行　京都店かんぽ生命　京都支店　京都中央郵便局かんぽサービス部,京都府京都市下京区東塩小路町843−12,9:00,16:00,-,-,-,-,0,135.75639,34.98665
127,京都大宮松原郵便局,京都府京都市下京区大宮通松原下る上五条町386−3,9:00,17:30,9:00,12:30,-,-,0,135.74944,34.99783
128,京都春日郵便局,京都府京都市下京区西七条北月読町66,9:00,19:00,9:00,17:00,9:00,17:00,0,135.72952,34.98957
129,京都御所ノ内郵便局,京都府京都市下京区七条御所ﾉ内北町66,9:00,18:00,9:00,17:00,9:00,17:00,0,135.7319,34.98698
130,京都五条東洞院郵便局,京都府京都市下京区不明門通五条下る上平野町447,9:00,17:30,9:00,12:30,-,-,0,135.76033,34.99373
131,京都塩小路郵便局,京都府京都市下京区上之町10−5,9:00,17:30,9:00,12:30,-,-,0,135.76581,34.98755
132,京都四条大宮郵便局,京都府京都市下京区大宮通四条下る四条大宮町26,9:00,19:00,9:00,17:00,9:00,17:00,0,135.7494,34.99604
